tokenized_text,ner
"[""SHOW"", ""ME"", ""MANUSCRIPTS"", ""BY"", ""BENSON"", "","", ""ARTHUR"", ""CHRISTOPHER"", "","", ""1862-1925"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""author""}]"
"[""Find"", ""Titles"", ""Attributed"", ""To"", ""Hauff"", "","", ""Wilhelm"", "","", ""1802-1827"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Dinner"", ""by"", ""Herman"", ""Koch"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Looking"", ""for"", ""Dick"", ""and"", ""His"", ""Cat"", "","", ""and"", ""Other"", ""Tales"", "","", ""the"", ""book"", ""from"", ""Carrington"", "","", ""Edith"", "","", ""1853-1929"", ""["", ""Editor"", ""]"", ""and"", ""Cooper"", "","", ""Florence"", ""M"", ""."", ""["", ""Illustrator"", ""]"", "".""]","[{""start"": 2, ""end"": 9, ""label"": ""title""}, {""start"": 14, ""end"": 21, ""label"": ""author""}, {""start"": 23, ""end"": 30, ""label"": ""author""}]"
"[""Which"", ""author"", ""wrote"", ""The"", ""Lost"", ""City"", ""of"", ""Faar"", ""again"", ""?"", ""I"", ""can't"", ""recall"", ""if"", ""it's"", ""D.J."", ""MacHale"", ""or"", ""someone"", ""else"", "".""]","[[3, 7, ""title""], [15, 16, ""author""]]"
"[""I"", ""was"", ""reading"", ""The"", ""Five"", ""Megilloth"", ""and"", ""the"", ""author"", ""is"", ""Anonymous"", "".""]","[[3, 5, ""title""], [10, 10, ""author""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""THE"", ""NOVELIST"", ""BARING-GOULD"", "","", ""S"", ""."", ""("", ""SABINE"", "")"", "","", ""1834-1924"", "".""]","[{""start"": 5, ""end"": 13, ""label"": ""author""}]"
"[""Find"", ""Story"", ""What"", ""'"", ""S"", ""Bred"", ""In"", ""The"", ""Bone"", "","", ""Writer"", ""Allen"", "","", ""Grant"", "","", ""1848-1899"", "".""]","[{""start"": 2, ""end"": 8, ""label"": ""title""}, {""start"": 11, ""end"": 15, ""label"": ""author""}]"
"[""Currently"", ""reading"", ""Mark"", ""of"", ""the"", ""Raven"", "","", ""and"", ""I"", ""dig"", ""Morgan"", ""L."", ""Busse's"", ""vibe"", "".""]","[[2, 5, ""title""], [10, 12, ""author""]]"
"[""show"", ""me"", ""manuscripts"", ""by"", ""bosboom-toussaint"", "","", ""a"", ""."", ""l"", ""."", ""g"", ""."", ""("", ""anna"", ""louisa"", ""geertruida"", "")"", "","", ""1812-1886"", ""and"", ""akeroyd"", "","", ""james"", ""["", ""translator"", ""]"", "".""]","[{""start"": 4, ""end"": 18, ""label"": ""author""}, {""start"": 20, ""end"": 25, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""A"", ""Strangeness"", ""in"", ""My"", ""Mind"", ""by"", ""Orhan"", ""Pamuk"", ""and"", ""wow"", "".""]","[[3, 7, ""title""], [9, 10, ""author""]]"
"[""Have"", ""you"", ""heard"", ""of"", ""the"", ""book"", ""Studies"", ""in"", ""Folk-Song"", ""and"", ""Popular"", ""Poetry"", ""?""]","[{""start"": 6, ""end"": 11, ""label"": ""title""}]"
"[""I"", ""just"", ""finished"", ""Clemencia"", ""and"", ""I'm"", ""curious"", ""who"", ""wrote"", ""it"", "","", ""Ignacio"", ""Manuel"", ""Altamirano"", "".""]","[[3, 3, ""title""], [11, 13, ""author""]]"
"[""I"", ""just"", ""started"", ""The"", ""Chemist"", ""by"", ""Stephenie"", ""Meyer"", ""and"", ""it's"", ""wild"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Derrida""]","[[6, 6, ""title""]]"
"[""SHOW"", ""ME"", ""MANUSCRIPTS"", ""BY"", ""DRAKE"", "","", ""BENJAMIN"", "","", ""1794-1841"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""IS"", ""CANOE"", ""AND"", ""CAMP"", ""COOKERY"", ""A"", ""PRACTICAL"", ""COOK"", ""BOOK"", ""FOR"", ""CANOEISTS"", "","", ""CORINTHIAN"", ""SAILORS"", ""AND"", ""OUTERS"", ""BY"", ""SENECA"", ""("", ""WRITER"", ""ON"", ""OUTDOOR"", ""LIFE"", "")"", ""AVAILABLE"", ""?""]","[{""start"": 1, ""end"": 15, ""label"": ""title""}, {""start"": 17, ""end"": 23, ""label"": ""author""}]"
"[""Just"", ""finished"", ""Love"", ""Sonnets"", ""by"", ""Mirza"", ""Asadullah"", ""Khan"", ""Ghalib"", "","", ""honestly"", ""a"", ""vibe""]","[[2, 3, ""title""], [5, 8, ""author""]]"
"[""Any"", ""Recommendations"", ""By"", ""Hartmann"", "","", ""Franz"", "","", ""1838-1912"", ""?""]","[{""start"": 3, ""end"": 7, ""label"": ""author""}]"
"[""TELL"", ""ME"", ""MORE"", ""ABOUT"", ""DIE"", ""IRRUNGEN"", "","", ""ODER"", ""DIE"", ""DOPPELTEN"", ""ZWILLINGE"", "".""]","[{""start"": 4, ""end"": 10, ""label"": ""title""}]"
"[""Where"", ""Can"", ""I"", ""Find"", ""Harper"", ""'"", ""S"", ""Round"", ""Table"", "","", ""April"", ""28"", "","", ""1896"", ""?""]","[{""start"": 4, ""end"": 13, ""label"": ""title""}]"
"[""I"", ""just"", ""picked"", ""up"", ""Overtreated"", "":"", ""Why"", ""Too"", ""Much"", ""Medicine"", ""Is"", ""Making"", ""Us"", ""Sicker"", ""and"", ""Poorer"", ""last"", ""week"", "".""]","[[4, 15, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Mahabharata"", "":"", ""A"", ""Modern"", ""Retelling"", "".""]","[[6, 10, ""title""]]"
"[""where"", ""can"", ""i"", ""find"", ""the"", ""history"", ""of"", ""the"", ""reign"", ""of"", ""ferdinand"", ""and"", ""isabella"", ""the"", ""catholic"", ""\u2014"", ""volume"", ""2"", ""?""]","[{""start"": 4, ""end"": 17, ""label"": ""title""}]"
"[""Ever"", ""since"", ""I"", ""read"", ""Kiss"", ""Me"", ""First"", ""by"", ""Lottie"", ""Moggach"", "","", ""I'm"", ""curious"", ""about"", ""her"", ""other"", ""stuff"", "".""]","[[4, 6, ""title""], [8, 9, ""author""]]"
"[""Who"", ""wrote"", ""Dom"", ""Casmurro"", ""by"", ""Machado"", ""de"", ""Assis"", ""?""]","[[2, 3, ""title""], [5, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""shut"", ""up"", ""about"", ""The"", ""Skinner"", ""by"", ""Neal"", ""Asher"", "".""]","[[6, 6, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""raving"", ""about"", ""Paisley"", ""by"", ""Celia"", ""Kyle"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Fortune"", ""Hunter"", ""by"", ""Daisy"", ""Goodwin"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Ever"", ""since"", ""I"", ""read"", ""Kisah"", ""Naz"", ""dan"", ""Khaalish"", ""by"", ""Hanina"", ""Abdullah"", "","", ""I"", ""can't"", ""stop"", ""thinking"", ""about"", ""it"", "".""]","[[4, 7, ""title""], [9, 10, ""author""]]"
"[""Just"", ""finished"", ""Nothing"", ""but"", ""Shadows"", ""by"", ""Cassandra"", ""Clare"", ""and"", ""Sarah"", ""Rees"", ""Brennan"", "","", ""and"", ""the"", ""voice"", ""of"", ""Nico"", ""Mirallegro"", ""in"", ""the"", ""audiobook"", "".""]","[[2, 4, ""title""], [6, 7, ""author""], [9, 11, ""author""]]"
"[""i"", ""'"", ""m"", ""interested"", ""in"", ""pelle"", ""the"", ""conqueror"", ""\u2014"", ""volume"", ""01"", "".""]","[{""start"": 5, ""end"": 10, ""label"": ""title""}]"
"[""That"", ""Green"", "":"", ""The"", ""Beginning"", ""and"", ""the"", ""End"", ""totally"", ""hooked"", ""me"", "","", ""and"", ""Ted"", ""Dekker"", ""nails"", ""it"", "".""]","[[2, 8, ""title""], [14, 15, ""author""]]"
"[""Segu"", ""is"", ""a"", ""fascinating"", ""read"", "","", ""translated"", ""by"", ""Barbara"", ""Bray"", "".""]","[[0, 0, ""title""], [8, 9, ""author""]]"
"[""I"", ""want"", ""to"", ""read"", ""The"", ""Life"", "","", ""Adventures"", ""&"", ""Piracies"", ""of"", ""the"", ""Famous"", ""Captain"", ""Singleton"", ""by"", ""Defoe"", "","", ""Daniel"", "","", ""1661"", ""?"", ""-"", ""1731"", "".""]","[{""start"": 4, ""end"": 14, ""label"": ""title""}, {""start"": 16, ""end"": 23, ""label"": ""author""}]"
"[""That"", ""Eden"", ""Summer"", ""is"", ""such"", ""a"", ""cozy"", ""read"", "","", ""said"", ""Liz"", ""Flanagan""]","[[1, 2, ""title""], [10, 11, ""author""]]"
"[""is"", ""orjakauppias"", ""tamango"", ""y"", ""."", ""m"", ""."", ""muita"", ""novelleja"", ""by"", ""m\u00e9rim\u00e9e"", "","", ""prosper"", "","", ""1803-1870"", ""available"", ""?""]","[{""start"": 1, ""end"": 8, ""label"": ""title""}, {""start"": 10, ""end"": 14, ""label"": ""author""}]"
"[""That"", ""\u041c\u043d\u043e\u0433\u043e\u0440\u0443\u043a\u0438\u0439"", ""\u0431\u043e\u0433"", ""\u0434\u0430\u043b\u0430\u0439\u043d\u0430"", ""blew"", ""me"", ""away"", ""by"", ""\u0421\u0432\u044f\u0442\u043e\u0441\u043b\u0430\u0432"", ""\u041b\u043e\u0433\u0438\u043d\u043e\u0432"", "".""]","[[1, 3, ""title""], [8, 9, ""author""]]"
"[""SEARCHING"", ""FOR"", ""THE"", ""BOOK"", ""CALLED"", ""MAKING"", ""PEOPLE"", ""HAPPY"", "".""]","[{""start"": 5, ""end"": 7, ""label"": ""title""}]"
"[""List"", ""Works"", ""From"", ""The"", ""Scribe"", ""Canth"", "","", ""Minna"", "","", ""1844-1897"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""author""}]"
"[""i"", ""want"", ""to"", ""read"", ""hey"", ""rub-a-dub-dub"", "":"", ""a"", ""book"", ""of"", ""the"", ""mystery"", ""and"", ""wonder"", ""and"", ""terror"", ""of"", ""life"", ""by"", ""dreiser"", "","", ""theodore"", "","", ""1871-1945"", "".""]","[{""start"": 4, ""end"": 17, ""label"": ""title""}, {""start"": 19, ""end"": 23, ""label"": ""author""}]"
"[""That"", ""buzz"", ""around"", ""The"", ""Dirty"", ""Truth"", ""by"", ""T.J."", ""Anderson"", ""has"", ""me"", ""curious"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""Searching"", ""for"", ""the"", ""author"", ""Holmes"", "","", ""Mary"", ""Jane"", "","", ""1825-1907"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""author""}]"
"[""requesting"", ""information"", ""on"", ""the"", ""nursery"", "","", ""june"", ""1877"", "","", ""vol"", ""."", ""xxi"", ""."", ""no"", ""."", ""6"", ""a"", ""monthly"", ""magazine"", ""for"", ""youngest"", ""readers"", ""("", ""various"", "")"", "".""]","[{""start"": 3, ""end"": 21, ""label"": ""title""}, {""start"": 23, ""end"": 23, ""label"": ""author""}]"
"[""Freytag"", "","", ""Gustav"", "","", ""1816-1895"", ""and"", ""Joutsen"", "","", ""O"", ""."", ""A"", ""."", ""("", ""Otto"", ""Aleksanteri"", "")"", "","", ""1878-1936"", ""["", ""Translator"", ""]"", ""'"", ""s"", ""publication"", "":"", ""Vanha"", ""kauppiaskoti"", "".""]","[{""start"": 25, ""end"": 26, ""label"": ""title""}, {""start"": 0, ""end"": 4, ""label"": ""author""}, {""start"": 6, ""end"": 20, ""label"": ""author""}]"
"[""I"", ""loved"", ""The"", ""Waiting"", ""Room"", ""by"", ""F.G."", ""Cottam"", "".""]","[[6, 7, ""author""], [2, 4, ""title""]]"
"[""Requesting"", ""Information"", ""On"", ""De"", ""Aeroplaan"", ""Van"", ""M"", ""'"", ""Nheer"", ""Vliegenthert"", ""("", ""Valkenstein"", "","", ""Kees"", "","", ""1862-1952"", ""["", ""Adapter"", ""]"", "")"", "".""]","[{""start"": 3, ""end"": 9, ""label"": ""title""}, {""start"": 11, ""end"": 18, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Ugly"", ""Love"", ""by"", ""Colleen"", ""Hoover"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Have"", ""you"", ""read"", ""The"", ""Nest"", ""by"", ""Cynthia"", ""D'Aprix"", ""Sweeney"", ""yet"", ""?""]","[[3, 4, ""title""], [6, 8, ""author""]]"
"[""LIST"", ""WORKS"", ""FROM"", ""THE"", ""ORIGINATOR"", ""SUE"", "","", ""EUG\u00c8NE"", "","", ""1804-1857"", ""AND"", ""DE"", ""LEON"", "","", ""DANIEL"", "","", ""1852-1914"", ""["", ""TRANSLATOR"", ""]"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""author""}, {""start"": 11, ""end"": 19, ""label"": ""author""}]"
"[""FIND"", ""TEXT"", ""LEARNING"", ""TO"", ""FLY"", "":"", ""A"", ""PRACTICAL"", ""MANUAL"", ""FOR"", ""BEGINNERS"", "","", ""SCRIBE"", ""GRAHAME-WHITE"", "","", ""CLAUDE"", "","", ""1879-1959"", ""AND"", ""HARPER"", "","", ""HARRY"", "","", ""1880-1960"", "".""]","[{""start"": 2, ""end"": 10, ""label"": ""title""}, {""start"": 13, ""end"": 17, ""label"": ""author""}, {""start"": 19, ""end"": 23, ""label"": ""author""}]"
"[""I"", ""want"", ""to"", ""read"", ""Steam"", ""Shovels"", ""and"", ""Steam"", ""Shovel"", ""Work"", ""by"", ""Hermann"", "","", ""Edward"", ""Adolph"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""title""}, {""start"": 11, ""end"": 14, ""label"": ""author""}]"
"[""Have"", ""you"", ""read"", ""White"", ""Witch"", "","", ""Black"", ""Curse"", ""?"", ""Kim"", ""Harrison"", ""is"", ""great"", "".""]","[[3, 7, ""title""], [9, 10, ""author""]]"
"[""Is"", ""The"", ""Changeling"", ""By"", ""Besant"", "","", ""Walter"", "","", ""1836-1901"", ""Available"", ""?""]","[{""start"": 1, ""end"": 2, ""label"": ""title""}, {""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""I"", ""just"", ""started"", ""Worth"", ""the"", ""Effort"", ""by"", ""Mara"", ""Jacobs"", ""and"", ""it's"", ""pretty"", ""good"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Let's"", ""Roll"", ""!"", "":"", ""Ordinary"", ""People"", "","", ""Extraordinary"", ""Courage""]","[[6, 14, ""title""]]"
"[""find"", ""novels"", ""attributed"", ""to"", ""atherton"", "","", ""gertrude"", ""franklin"", ""horn"", "","", ""1857-1948"", "".""]","[{""start"": 4, ""end"": 10, ""label"": ""author""}]"
"[""I"", ""finally"", ""finished"", ""Terms"", ""of"", ""Endearment"", "","", ""and"", ""wow"", "","", ""Larry"", ""McMurtry's?"", ""writing"", ""hit"", ""me"", "".""]","[[3, 5, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Surprised"", ""by"", ""Hope"", "":"", ""Rethinking"", ""Heaven"", "","", ""the"", ""Resurrection"", "","", ""and"", ""the"", ""Mission"", ""of"", ""the"", ""Church"", ""by"", ""N.T."", ""Wright"", "".""]","[[6, 21, ""title""], [23, 24, ""author""]]"
"[""i"", ""want"", ""to"", ""read"", ""scriptural"", ""and"", ""hieroglyphic"", ""observations"", ""which"", ""were"", ""foretold"", ""in"", ""the"", ""years"", ""of"", ""1750"", ""&"", ""1792"", ""to"", ""which"", ""is"", ""added"", ""a"", ""singular"", ""account"", ""of"", ""the"", ""emigration"", ""of"", ""the"", ""jews"", ""in"", ""1812"", ""by"", ""moore"", "","", ""francis"", "".""]","[{""start"": 4, ""end"": 32, ""label"": ""title""}, {""start"": 34, ""end"": 36, ""label"": ""author""}]"
"[""Is"", ""Charles"", ""Sumner"", "":"", ""his"", ""complete"", ""works"", "","", ""volume"", ""01"", ""("", ""of"", ""20"", "")"", ""a"", ""good"", ""read"", ""?""]","[{""start"": 1, ""end"": 13, ""label"": ""title""}]"
"[""I"", ""loved"", ""Rising"", ""in"", ""The"", ""East"", ""by"", ""Rob"", ""Kidd"", "","", ""and"", ""I'm"", ""curious"", ""about"", ""Polska"", ""..."", ""rivemo"", "":"", ""Sete"", ""bici"", "","", ""do"", ""veci"", "","", ""un"", ""cocal"", ""e"", ""una"", ""cornacia"", "".""]","[[2, 5, ""title""], [7, 8, ""author""], [14, 28, ""title""]]"
"[""what"", ""is"", ""the"", ""story"", ""the"", ""last"", ""plunge"", ""about"", ""?""]","[{""start"": 4, ""end"": 6, ""label"": ""title""}]"
"[""looking"", ""for"", ""the"", ""posy"", ""ring"", "":"", ""a"", ""book"", ""of"", ""verse"", ""for"", ""children"", "","", ""the"", ""title"", ""from"", ""wiggin"", "","", ""kate"", ""douglas"", ""smith"", "","", ""1856-1923"", ""["", ""editor"", ""]"", ""and"", ""smith"", "","", ""nora"", ""archibald"", "","", ""1859-1934"", ""["", ""editor"", ""]"", "".""]","[{""start"": 2, ""end"": 11, ""label"": ""title""}, {""start"": 16, ""end"": 25, ""label"": ""author""}, {""start"": 27, ""end"": 35, ""label"": ""author""}]"
"[""Find"", ""Publication"", ""Andrew"", ""Melville"", "","", ""Author"", ""Morison"", "","", ""William"", "","", ""1843-1937"", "".""]","[{""start"": 2, ""end"": 3, ""label"": ""title""}, {""start"": 6, ""end"": 10, ""label"": ""author""}]"
"[""I'm"", ""finishing"", ""What"", ""to"", ""Listen"", ""for"", ""in"", ""Music"", ""and"", ""I"", ""keep"", ""thinking"", ""about"", ""Aaron"", ""Copland's"", ""take"", "".""]","[[2, 7, ""title""], [13, 14, ""author""]]"
"[""SHOW"", ""ME"", ""BOOKS"", ""BY"", ""YOUNG"", "","", ""FILSON"", "","", ""1876-1938"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Guns"", "","", ""Germs"", "","", ""and"", ""Steel"", "":"", ""The"", ""Fates"", ""of"", ""Human"", ""Societies"", ""by"", ""Jared"", ""Diamond"", "".""]","[[6, 17, ""title""], [19, 20, ""author""]]"
"[""I"", ""just"", ""finished"", ""Letters"", ""from"", ""Rifka"", ""by"", ""Karen"", ""Hesse"", ""and"", ""wow"", "","", ""what"", ""a"", ""moving"", ""read"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Dair"", ""by"", ""R"", ""K"", ""Lilley"", "".""]","[[6, 6, ""title""], [8, 10, ""author""]]"
"[""My"", ""nephew"", ""won't"", ""stop"", ""talking"", ""about"", ""Scrambled"", ""Eggs"", ""Super"", ""!"", ""by"", ""Dr."", ""Seuss"", "","", ""honestly"", ""it's"", ""wild"", "".""]","[[6, 8, ""title""], [11, 12, ""author""]]"
"[""Tell"", ""Me"", ""About"", ""M\u00e9moires"", ""D"", ""'"", ""Outre-Tombe"", "","", ""Tome"", ""4"", "","", ""Attributed"", ""To"", ""Chateaubriand"", "","", ""Fran\u00e7ois-Ren\u00e9"", "","", ""Vicomte"", ""De"", "","", ""1768-1848"", ""And"", ""Bir\u00e9"", "","", ""Edmond"", "","", ""1829-1907"", ""["", ""Editor"", ""]"", "".""]","[{""start"": 3, ""end"": 9, ""label"": ""title""}, {""start"": 13, ""end"": 20, ""label"": ""author""}, {""start"": 22, ""end"": 29, ""label"": ""author""}]"
"[""show"", ""me"", ""a"", ""v\u00edg"", ""ember"", ""b\u00fas"", ""mes\u00e9i"", "":"", ""elbesz\u00e9l\u00e9sek"", ""by"", ""kr\u00fady"", "","", ""gyula"", "","", ""1878-1933"", "".""]","[{""start"": 2, ""end"": 8, ""label"": ""title""}, {""start"": 10, ""end"": 14, ""label"": ""author""}]"
"[""tell"", ""me"", ""about"", ""the"", ""writer"", ""fraser"", "","", ""john"", ""foster"", "".""]","[{""start"": 5, ""end"": 8, ""label"": ""author""}]"
"[""any"", ""recommendations"", ""by"", ""hugo"", "","", ""victor"", "","", ""1802-1885"", "","", ""hahl"", "","", ""jalmari"", "","", ""1869-1929"", ""["", ""contributor"", ""]"", "","", ""and"", ""aho"", "","", ""juhani"", "","", ""1861-1921"", ""["", ""translator"", ""]"", ""?""]","[{""start"": 3, ""end"": 7, ""label"": ""author""}, {""start"": 9, ""end"": 16, ""label"": ""author""}, {""start"": 19, ""end"": 26, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Lost"", ""in"", ""Learning"", "":"", ""The"", ""Art"", ""of"", ""Discovery"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 13, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", "" Haunted"", "" Showboat"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 8, ""title""]]"
"[""Where"", ""can"", ""I"", ""find"", ""Journal"", ""of"", ""Entomology"", ""and"", ""Zoology"", "","", ""Vol"", ""."", ""11"", "","", ""No"", ""."", ""1"", "","", ""March"", ""1919"", ""?""]","[{""start"": 4, ""end"": 19, ""label"": ""title""}]"
"[""Couldn't"", ""get"", ""into"", ""The"", ""Mikveh"", ""Scrolls"", "","", ""maybe"", ""it's"", ""that"", ""Steven"", ""G."", ""Lightfoot"", ""guy"", ""?""]","[[3, 5, ""title""], [10, 12, ""author""]]"
"[""I'm"", ""reading"", ""Platinum"", ""by"", ""Jeffe"", ""Kennedy"", ""right"", ""now"", "","", ""it's"", ""pretty"", ""addictive"", "".""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""LIST"", ""WORKS"", ""FROM"", ""THE"", ""CREATOR"", ""COLLINGWOOD"", "","", ""HARRY"", "","", ""1851-1922"", ""AND"", ""HODGSON"", "","", ""E"", ""."", ""S"", ""."", ""("", ""EDWARD"", ""SMITH"", "")"", "","", ""1866-1937"", ""["", ""ILLUSTRATOR"", ""]"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""author""}, {""start"": 11, ""end"": 25, ""label"": ""author""}]"
"[""Is"", ""What"", ""Is"", ""Art"", ""?"", ""a"", ""good"", ""read"", ""?""]","[{""start"": 1, ""end"": 4, ""label"": ""title""}]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Emily's"", ""Secret"", ""Book"", ""of"", ""Strange"", ""by"", ""Rob"", ""Reger"", "".""]","[[5, 9, ""title""], [11, 12, ""author""]]"
"[""Is"", ""A"", ""Century"", ""In"", ""The"", ""Comptroller"", ""'"", ""S"", ""Office"", "","", ""State"", ""Of"", ""New"", ""York"", "","", ""1797"", ""To"", ""1897"", ""A"", ""Good"", ""Read"", ""?""]","[{""start"": 1, ""end"": 17, ""label"": ""title""}]"
"[""IS"", ""THE"", ""AUBURNDALE"", ""WATCH"", ""COMPANY"", ""A"", ""GOOD"", ""READ"", ""?""]","[{""start"": 1, ""end"": 4, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Cotillion"", ""by"", ""Georgette"", ""Heyer"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""tell"", ""me"", ""about"", ""the"", ""writer"", ""buffenoir"", "","", ""hippolyte"", "","", ""1847-1928"", ""and"", ""ferreira"", "","", ""a"", ""."", ""["", ""translator"", ""]"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""author""}, {""start"": 11, ""end"": 17, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""S@motno\u015b\u0107"", ""w"", ""Sieci"", ""by"", ""Janusz"", ""Leon"", ""Wi\u015bniewski"", "","", ""and"", ""wow"", ""it's"", ""intense"", "".""]","[[3, 5, ""title""], [7, 10, ""author""]]"
