tokenized_text,ner
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Forever"", ""by"", ""Jacquelyn"", ""Frank"", "","", ""it's"", ""wild""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""Just"", ""finished"", ""Love"", ""Sonnets"", ""by"", ""Mirza"", ""Asadullah"", ""Khan"", ""Ghalib"", "","", ""honestly"", ""a"", ""vibe""]","[[2, 3, ""title""], [5, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""raving"", ""about"", ""Words"", ""of"", ""("", ""Questionable"", "")"", ""Wisdom"", ""from"", ""Lydia"", ""Goldblatt"", ""and"", ""Julie"", ""Graham-Chang""]","[[6, 17, ""title""]]"
"[""That"", ""new"", ""book"", ""Why"", ""We"", ""Broke"", ""Up"", ""by"", ""Daniel"", ""Handler"", "","", ""Maira"", ""Kalman"", ""is"", ""such"", ""a"", ""vibe""]","[[3, 6, ""title""], [8, 9, ""author""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Hershey"", ""Herself"", ""by"", ""Cecilia"", ""Galante"", "","", ""it's"", ""on"", ""my"", ""shelf"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""That"", ""Negeri"", ""Para"", ""Bedebah"", ""has"", ""been"", ""making"", ""waves"", "","", ""I"", ""heard"", ""Tere"", ""Liye"", ""(Goodreads"", ""Author)"", ""writes"", ""wild"", ""twists"", "".""]","[[1, 3, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Great"", ""Bear"", ""Lake"", "","", ""you"", ""should"", ""check"", ""it"", ""out"", "".""]","[[6, 8, ""title""]]"
"[""That"", ""old"", ""noir"", ""vibe"", ""in"", ""They"", ""Shoot"", ""Horses"", "","", ""Don't"", ""They"", ""?"", ""by"", ""Horace"", ""McCoy"", ""is"", ""wild"", "".""]","[[5, 11, ""title""], [13, 14, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Beach"", ""House"", ""by"", ""Jane"", ""Green"", "","", ""and"", ""I'm"", ""obsessed"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""No"", ""me"", ""olvides"", ""by"", ""Cherly"", ""Lanham"", "","", ""have"", ""you"", ""heard"", ""of"", ""it"", ""?""]","[[0, 2, ""title""], [4, 5, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""\u0425\u0430\u0439\u043a\u0430"", ""\u0437\u0430"", ""\u0432\u044a\u043b\u0446\u0438"", ""by"", ""Ivailo"", ""Petrov"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Destino"", "","", ""the"", ""one"", ""by"", ""Sienna"", ""Mynx"", "".""]","[[5, 5, ""title""], [10, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Kicker"", ""by"", ""R."", ""Grey"", ""Hoover"", "".""]","[[6, 6, ""title""], [8, 10, ""author""]]"
"[""I"", ""just"", ""finished"", ""Confessions"", ""of"", ""a"", ""Mask"", ""by"", ""Yukio"", ""Mishima"", ""and"", ""wow"", "".""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""That"", ""Italian"", ""thriller"", ""Un"", ""luogo"", ""incerto"", ""had"", ""me"", ""hooked"", ""last"", ""night"", "".""]","[[3, 5, ""title""]]"
"[""I'm"", ""finishing"", ""Spring's"", ""Fury"", ""by"", ""Denise"", ""Domning"", ""tonight"", "","", ""it's"", ""\ud83d\udd25""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""I'm"", ""not"", ""sure"", ""if"", ""Chemistry"", ""for"", ""Beginners"", ""is"", ""for"", ""me"", "","", ""Anthony"", ""Strong"", "".""]","[[4, 6, ""title""], [11, 12, ""author""]]"
"[""I"", ""just"", ""found"", ""\u0627\u0644\u0648\u0627\u0628\u0644"", ""\u0627\u0644\u0635\u064a\u0628"", ""\u0645\u0646"", ""\u0627\u0644\u0643\u0644\u0645"", ""\u0627\u0644\u0637\u064a\u0628"", ""and"", ""it's"", ""by"", ""Ibn"", ""Qayyim"", ""al-Jawziyya"", "","", ""honestly"", "".""]","[[3, 7, ""title""], [11, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Spelled"", ""by"", ""Betsy"", ""Schow""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""Just"", ""finished"", ""Road"", ""Work"", "":"", ""Among"", ""Tyrants"", "","", ""Heroes"", "","", ""Rogues"", "","", ""and"", ""Beasts"", ""by"", ""Mark"", ""Bowden""]","[[2, 14, ""title""], [16, 17, ""author""]]"
"[""My"", ""friend"", ""swears"", ""by"", ""Every"", ""Last"", ""One"", "","", ""says"", ""it's"", ""stunning"", ""!""]","[[4, 6, ""title""]]"
"[""Have"", ""you"", ""read"", ""Circle"", ""of"", ""Friends"", ""by"", ""Maeve"", ""Binchy"", "","", ""the"", ""book"", ""everyone"", ""talks"", ""about"", ""?""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""That"", ""book"", ""Remember"", ""When"", ""by"", ""T."", ""Torrest"", ""is"", ""surprisingly"", ""readable"", "","", ""right"", ""?""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""I"", ""keep"", ""recommending"", ""Enduring"", ""by"", ""Derrick"", ""Jensen"", ""to"", ""friends"", "","", ""they"", ""should"", ""grab"", ""it"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""How"", ""I"", ""Live"", ""Now"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""]]"
"[""I"", ""just"", ""finished"", ""Model"", ""Home"", ""by"", ""Eric"", ""Puchner"", "","", ""thoughts"", ""?""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Keep"", ""Holding"", ""On"", ""by"", ""Susane"", ""Colasanti"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""Moscow"", ""to"", ""the"", ""End"", ""of"", ""the"", ""Line"", ""and"", ""I"", ""think"", ""Ali"", ""R\u0131za"", ""D\u0131r\u0131k"", ""did"", ""a"", ""great"", ""job"", ""translating"", ""it"", "".""]","[[3, 9, ""title""], [14, 16, ""author""]]"
"[""I"", ""just"", ""finished"", ""My"", ""Father's"", ""Paradise"", "":"", ""A"", ""Son's"", ""Search"", ""for"", ""His"", ""Family's"", ""Past"", ""and"", ""wow"", "","", ""Sabar"", ""really"", ""pulled"", ""me"", ""in"", ""It's"", ""by"", ""Ariel"", ""Sabar"", "".""]","[[3, 13, ""title""], [25, 26, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""InuYasha"", "":"", ""Building"", ""a"", ""Better"", ""Trap"", ""by"", ""Rumiko"", ""Takahashi"", "","", ""it's"", ""a"", ""wild"", ""ride"", "".""]","[[5, 10, ""title""], [12, 13, ""author""]]"
"[""I"", ""just"", ""finished"", ""Ghost"", ""Killer"", ""by"", ""Robin"", ""D."", ""Owens"", "".""]","[[3, 4, ""title""], [6, 8, ""author""]]"
"[""Al"", ""otro"", ""lado"", ""del"", ""espejo"", ""is"", ""on"", ""my"", ""shelf"", "","", ""and"", ""Jordi"", ""Sierra"", ""i"", ""Fabra"", ""always"", ""gives"", ""me"", ""chills"", "".""]","[[0, 4, ""title""], [11, 15, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Tale"", ""of"", ""the"", ""Body"", ""Thief"", ""by"", ""Anne"", ""Rice"", "".""]","[[6, 11, ""title""], [13, 14, ""author""]]"
"[""Just"", ""started"", ""Price"", ""Road"", "","", ""it's"", ""a"", ""wild"", ""ride"", "".""]","[[2, 3, ""title""]]"
"[""My"", ""gym"", ""buddy"", ""won't"", ""stop"", ""talking"", ""about"", ""Starting"", ""Strength"", ""by"", ""Mark"", ""Rippetoe"", "";"", ""is"", ""it"", ""really"", ""that"", ""hardcore"", ""?""]","[[7, 8, ""title""], [10, 11, ""author""]]"
"[""That"", ""gothic"", ""vibe"", ""in"", ""Tales"", ""of"", ""Mystery"", ""and"", ""Imagination"", ""still"", ""gives"", ""me"", ""chills"", "","", ""Poe"", ""and"", ""Kelley"", ""nailed"", ""it"", "".""]","[[4, 8, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""raving"", ""about"", ""The"", ""Planiverse"", "":"", ""Computer"", ""Contact"", ""with"", ""a"", ""Two-Dimensional"", ""World"", "","", ""you"", ""should"", ""check"", ""it"", ""out"", "".""]","[[6, 14, ""title""]]"
"[""I"", ""was"", ""reading"", ""Reflex"", ""the"", ""other"", ""night"", ""and"", ""I'm"", ""curious"", ""about"", ""the"", ""author"", ""Steven"", ""Gould"", "".""]","[[3, 3, ""title""], [13, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Bad"", ""Moon"", ""Rising"", ""by"", ""Jonathan"", ""Maberry"", "","", ""it's"", ""insane"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Who"", ""wrote"", ""The"", ""Cullens:"", ""Vampire"", ""Origins"", ""of"", ""Iordanus"", ""from"", ""The"", ""Cullens"", ""Series"", ""again"", ""?""]","[[2, 11, ""title""]]"
"[""I'm"", ""on"", ""the"", ""bus"", ""reading"", ""Made"", ""by"", ""J.M."", ""Darhower"", ""and"", ""it's"", ""kinda"", ""gripping"", "".""]","[[5, 5, ""title""], [7, 8, ""author""]]"
"[""That"", ""book"", ""by"", ""the"", ""guy"", ""who"", ""wrote"", ""Harry"", ""Potter..."", ""wait"", ""what"", ""?""]","[[7, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Curious"", ""Case"", ""of"", ""the"", ""Clockwork"", ""Man"", "","", ""and"", ""it"", ""was"", ""surprisingly"", ""witty"", "".""]","[[3, 9, ""title""]]"
"[""That"", ""book"", ""by"", ""Silvana"", ""G."", ""S\u00e1nchez"", "","", ""Call"", ""of"", ""Blood"", "":"", ""A"", ""Novel"", ""of"", ""The"", ""Unnatural"", ""Brethren"", "","", ""hit"", ""hard"", "".""]","[[3, 5, ""author""], [6, 16, ""title""]]"
"[""My"", ""friend"", ""said"", ""Here's"", ""to"", ""Falling"", ""by"", ""Christine"", ""Zolendz"", ""is"", ""amazing"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""Just"", ""finished"", ""Horse"", ""Power"", ""by"", ""Bonnie"", ""Bryant"", "","", ""pretty"", ""wild"", "".""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Feed"", ""by"", ""M.T."", ""Anderson"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""How"", ""to"", ""Live"", ""on"", ""24"", ""Hours"", ""a"", ""Day"", "","", ""Arnold"", ""Bennett"", "","", ""it's"", ""classic"", "".""]","[[5, 12, ""title""], [14, 15, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Kadin"", ""by"", ""Bertrice"", ""Small""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Could"", ""you"", ""remind"", ""me"", ""who"", ""wrote"", ""Innocent"", ""in"", ""Death"", "","", ""I"", ""think"", ""J.D."", ""Robb"", ""("", ""Goodreads"", ""Author"", "")"", ""is"", ""the"", ""author""]","[[6, 8, ""title""], [12, 17, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Only"", ""You"", ""Can"", ""Save"", ""Mankind"", ""by"", ""Terry"", ""Pratchett"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""That"", ""Pushcart"", ""War"", ""is"", ""underrated"", ""honestly,"", ""and"", ""Foreigner"", ""by"", ""C.J."", ""Cherryh"", ""("", ""Goodreads"", ""Author"", "")"", ""is"", ""solid"", "".""]","[[1, 2, ""title""], [7, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""saw"", ""a"", ""review"", ""of"", ""Betrayal"", ""of"", ""Faith"", ""and"", ""it"", ""sounded"", ""intense"", "".""]","[[5, 7, ""title""]]"
"[""Honestly"", "","", ""Where"", ""They"", ""Found"", ""Her"", ""by"", ""Kimberly"", ""McCreight"", ""is"", ""on"", ""my"", ""list"", "".""]","[[2, 5, ""title""], [7, 8, ""author""]]"
"[""I'm"", ""halfway"", ""through"", ""Vampire"", ""Princess"", ""Rising"", ""and"", ""wow"", "","", ""Jami"", ""Brumfield"", ""is"", ""underrated"", "".""]","[[3, 5, ""title""], [9, 10, ""author""]]"
"[""Just"", ""finished"", ""Emily's"", ""Quest"", ""on"", ""the"", ""train"", "","", ""L.M."", ""Montgomery"", ""rocks"", "".""]","[[2, 3, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Book"", ""of"", ""Universes"", "":"", ""Exploring"", ""the"", ""Limits"", ""of"", ""the"", ""Cosmos"", "".""]","[[6, 16, ""title""]]"
"[""I"", ""loved"", ""Japanese"", ""Inn"", ""by"", ""Oliver"", ""Statler"", "","", ""such"", ""a"", ""cozy"", ""vibe"", "".""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Measure"", ""of"", ""a"", ""Man"", "":"", ""A"", ""Spiritual"", ""Autobiography""]","[[6, 14, ""title""]]"
"[""I"", ""heard"", ""Red"", ""Hood's"", ""Revenge"", ""by"", ""Jim"", ""C."", ""Hines"", ""and"", ""thought"", ""it"", ""was"", ""wild""]","[[2, 4, ""title""], [6, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Secrets"", ""At"", ""Maple"", ""Syrup"", ""Farm"", "","", ""honestly"", "".""]","[[6, 10, ""title""]]"
"[""I"", ""just"", ""finished"", ""At"", ""Home"", ""With"", ""the"", ""Templetons"", ""by"", ""Monica"", ""McInerney"", "","", ""and"", ""it"", ""was"", ""cute"", "".""]","[[3, 7, ""title""], [9, 10, ""author""]]"
"[""That"", ""novel"", ""A"", ""Fairly"", ""Honourable"", ""Defeat"", ""is"", ""getting"", ""a"", ""lot"", ""of"", ""praise"", "","", ""I"", ""think"", ""Iris"", ""Murdoch"", ""and"", ""Peter"", ""Reed"", ""nailed"", ""it"", "".""]","[[2, 5, ""title""], [15, 15, ""author""], [16, 16, ""author""], [18, 19, ""author""]]"
"[""I"", ""enjoyed"", ""Coming"", ""Clean"", ""by"", ""Kimberly"", ""Rae"", ""Miller"", "","", ""thoughts"", ""?""]","[[2, 3, ""title""], [5, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Saltwater"", "","", ""and"", ""I"", ""keep"", ""seeing"", ""Cathy"", ""McLennan's"", ""name"", ""everywhere"", "".""]","[[6, 6, ""title""], [12, 13, ""author""]]"
"[""Kindred"", ""by"", ""J.A."", ""Redmerski"", ""is"", ""on"", ""my"", ""shelf"", ""and"", ""I"", ""actually"", ""like"", ""it""]","[[0, 0, ""title""], [2, 3, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Look"", ""Back"", ""in"", ""Anger"", ""by"", ""John"", ""Osborne"", "","", ""is"", ""it"", ""good"", ""?""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""just"", ""finished"", ""Nobody"", ""Nowhere"", "":"", ""The"", ""Extraordinary"", ""Autobiography"", ""of"", ""an"", ""Autistic"", ""Girl"", ""and"", ""Talk"", ""Me"", ""Down"", "","", ""both"", ""were"", ""wild"", "".""]","[[3, 12, ""title""], [14, 16, ""title""]]"
"[""Just"", ""finished"", ""Illuminae"", ""and"", ""wow"", "","", ""Jay"", ""Kristoff"", ""is"", ""brilliant"", "".""]","[[2, 2, ""title""], [6, 7, ""author""]]"
"[""I"", ""keep"", ""hearing"", ""about"", ""King's"", ""Arrow"", ""by"", ""Douglas"", ""Bond"", "","", ""sounds"", ""epic"", "".""]","[[4, 5, ""title""], [7, 8, ""author""]]"
"[""Kinda"", ""curious"", ""about"", ""Legacy"", ""by"", ""Jeanne"", ""C."", ""Stein"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[3, 3, ""title""], [5, 7, ""author""]]"
"[""That"", ""Vengeful"", ""by"", ""Robert"", ""J."", ""Crane"", ""was"", ""wild"", "","", ""right"", ""?""]","[[1, 1, ""title""], [3, 5, ""author""]]"
"[""Just"", ""finished"", ""reading"", ""Mr."", ""Darcy"", ""Presents"", ""His"", ""Bride"", "","", ""and"", ""it's"", ""wild"", "".""]","[[3, 7, ""title""]]"
"[""That"", ""vibe"", ""from"", ""Hell's"", ""Knights"", ""by"", ""Bella"", ""Jewel"", ""made"", ""me"", ""buy"", ""it"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Princess"", ""Diana"", "":"", ""The"", ""House"", ""of"", ""Windsor"", ""and"", ""Palm"", ""Beach"", ""by"", ""H.J."", ""Roberts""]","[[5, 14, ""title""], [16, 17, ""author""]]"
"[""My"", ""friend"", ""swears"", ""Le"", ""clan"", ""des"", ""MacLaren"", ""is"", ""amazing"", "","", ""and"", ""I"", ""heard"", ""Susan"", ""King"", ""wrote"", ""it"", "".""]","[[3, 6, ""title""], [13, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Christina"", ""Katerina"", ""&"", ""the"", ""Box"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 10, ""title""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""The"", ""Mousetrap"", ""and"", ""Other"", ""Plays"", ""by"", ""Agatha"", ""Christie""]","[[5, 9, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Captive"", ""Mind"", ""by"", ""Czes\u0142aw"", ""Mi\u0142osz"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""That"", ""weird"", ""book"", ""\u0635\u062f\u064a\u0642\u064a"", ""\u0627\u0644\u0644\u0647"", ""by"", ""\u0632\u064a\u0627\u062f"", ""\u0627\u0644\u0631\u062d\u0628\u0627\u0646\u064a"", ""totally"", ""blew"", ""me"", ""away"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Fiery"", ""Cross"", ""by"", ""Diana"", ""Gabaldon""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Who"", ""wrote"", ""No"", ""Longer"", ""at"", ""Ease"", ""by"", ""Chinua"", ""Achebe"", ""?""]","[[2, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Los"", ""ojos"", ""del"", ""perro"", ""siberiano"", ""by"", ""Antonio"", ""Santa"", ""Ana""]","[[6, 10, ""title""], [12, 14, ""author""]]"
"[""Who"", ""wrote"", ""Peter"", "":"", ""The"", ""Untold"", ""True"", ""Story"", ""by"", ""Christopher"", ""Daniel"", ""Mechling"", ""?""]","[[2, 8, ""title""], [9, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""Walt"", ""Disney's"", ""Dumbo"", ""("", ""A"", ""Little"", ""Golden"", ""Book"", "")"", ""with"", ""my"", ""kid"", "","", ""it's"", ""adorable"", "".""]","[[3, 11, ""title""]]"
"[""That"", ""Cyclops"", ""by"", ""Clive"", ""Cussler"", ""is"", ""a"", ""page"", ""turner"", "","", ""I"", ""loved"", ""the"", ""vibe"", "".""]","[[1, 1, ""title""], [3, 4, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""\u82b1\u306e\u307f\u305e\u77e5\u308b 3 [Hana no mizoshiru 3]"", "" , "", ""Rihito"", ""Takarai"", ""is"", ""one"", ""of"", ""my"", ""fav"", ""authors"", "".""]","[[6, 6, ""title""]]"
"[""I"", ""just"", ""read"", ""Promises Prevail"", ""by"", ""Sarah"", ""McCarty"", "","", ""and"", ""it's"", ""surprisingly"", ""good"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""Just"", ""finished"", ""A"", ""Morning"", ""for"", ""Flamingos"", "","", ""and"", ""wow"", "","", ""James"", ""Lee"", ""Burke"", ""can"", ""write"", "".""]","[[2, 5, ""title""], [10, 12, ""author""]]"
"[""I"", ""heard"", ""Ali"", ""\u00c7ak\u0131r"", ""talk"", ""about"", ""Bir"", ""Pervane"", ""\u0130\u00e7in"", ""En"", ""Ac\u0131"", ""\u015eey"", ""Donarak"", ""\u00d6lmektir"", "","", ""it's"", ""wild"", "".""]","[[2, 3, ""author""], [6, 13, ""title""]]"
"[""I"", ""just"", ""finished"", ""Strange"", ""Angels"", ""and"", ""Betrayals"", ""by"", ""Lili"", ""St"", ""."", ""Crow"", "","", ""and"", ""wow"", "".""]","[[3, 6, ""title""], [8, 11, ""author""]]"
"[""Stone"", ""Soup"", ""is"", ""such"", ""a"", ""charming"", ""childrens"", ""classic"", "","", ""Marcia"", ""Brown"", ""rocks"", "".""]","[[0, 1, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""can't"", ""stop"", ""talking"", ""about"", ""Kokoda"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""]]"
"[""Could"", ""you"", ""believe"", ""Envy"", "":"", ""The"", ""Root"", ""of"", ""All"", ""Evil"", ""is"", ""out"", ""there"", ""by"", ""Angel"", ""Williams"", ""?""]","[[3, 9, ""title""], [14, 15, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Elizabeth's"", ""Wolf"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""I"", ""just"", ""finished"", ""Wild"", ""Hunger"", ""and"", ""it"", ""was"", ""wild"", "","", ""should"", ""I"", ""check"", ""out"", ""A"", ""Treatise"", ""on"", ""Hijab"", ""next"", ""?""]","[[3, 4, ""title""], [14, 17, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Good"", ""Soldiers"", ""by"", ""David"", ""Finkel""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Is"", ""Heaven"", "":"", ""Biblical"", ""Answers"", ""to"", ""Common"", ""Questions"", ""worth"", ""reading"", "","", ""or"", ""should"", ""I"", ""skip"", ""to"", ""The"", ""Happy"", ""Prince"", ""and"", ""Other"", ""Tales"", ""by"", ""Oscar"", ""Wilde"", ""?""]","[[1, 7, ""title""], [17, 20, ""title""], [23, 24, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Unwanted"", ""Wife"", ""by"", ""Natasha"", ""Anders"", "","", ""it's"", ""wild"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""I"", ""found"", ""The"", ""Slippery"", ""Map"", ""pretty"", ""quirky"", "","", ""and"", ""N.E."", ""Bode"", ""is"", ""a"", ""blast"", "".""]","[[2, 4, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Skinny"", ""Dip"", ""by"", ""Carl"", ""Hiaasen"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""heard"", ""Robotech"", "":"", ""The"", ""Macross"", ""Saga"", "":"", ""Battle"", ""Cry"", ""is"", ""epic"", "","", ""but"", ""I'm"", ""not"", ""sure"", ""who"", ""wrote"", ""it"", "".""]","[[0, 9, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""White"", ""Giraffe"", ""by"", ""Lauren"", ""St."", ""John"", "".""]","[[6, 8, ""title""], [10, 12, ""author""]]"
"[""Staying"", ""Strong"", "":"", ""365"", ""Days"", ""a"", ""Year"", ""by"", ""Demi"", ""Lovato"", ""is"", ""a"", ""quick"", ""motivation"", ""read"", "".""]","[[0, 7, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Olivia"", ""Kidney"", ""and"", ""the"", ""Exit"", ""Academy"", "".""]","[[6, 11, ""title""]]"
"[""Backlash"", ""by"", ""Jack"", ""L."", ""Pyke"", ""is"", ""surprisingly"", ""good"", "".""]","[[2, 4, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Fairest"", ""Beauty"", ""by"", ""Melanie"", ""Dickerson"", ""and"", ""wow"", "","", ""it's"", ""charming"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
